Gene_ID,LSK_1,LSK_2,LSK_3,LSK_4,LSK_5,LSK_6,LSK_7,LSK_8,GMP_1,MEP-1
Il13ra1,5.1,2.2,0.9,1.4,0.0,1.1,5.6,13.8,4.1,3.6
Gm30671,49.0,10.8,87.8,92.6,70.7,86.8,99.3,83.1,56.1,82.6
AI506816,2774.3,399.1,2450.1,1202.4,1391.4,2752.9,2911.1,973.6,1156.0,1012.9
Lcor,248.0,313.4,181.2,185.2,214.8,227.9,267.9,170.1,152.2,181.0
Cds2,140.9,170.2,143.3,134.1,113.4,171.4,180.8,140.4,144.8,163.8
Dicer1,610.4,615.9,549.2,468.5,500.3,519.8,570.4,372.4,336.2,398.7
Rmnd5b,150.0,80.2,82.3,107.8,97.4,147.6,84.3,89.6,71.7,69.7
Phyh,77.6,60.7,85.1,99.5,80.0,79.2,100.2,53.4,54.8,28.7
Ndufaf7,247.0,181.1,228.4,234.9,240.1,230.0,341.9,222.8,244.9,273.0
Cdkn1b,340.9,242.9,371.7,410.5,481.6,333.1,457.1,373.8,326.7,425.3
Arsa,45.9,74.8,25.9,69.1,72.0,55.3,42.1,62.6,110.9,89.8
Stard10,295.0,521.6,262.6,346.9,277.5,242.0,241.7,298.6,165.0,301.7
Fahd2a,115.3,142.1,122.0,113.3,113.4,93.3,84.3,95.6,95.4,90.5
Dhx16,230.7,271.1,294.9,416.0,269.5,332.0,272.6,309.8,285.5,347.0
Ncoa1,85.7,104.1,77.7,92.6,109.4,135.6,78.7,85.0,114.3,133.6
Usp19,170.5,407.7,159.0,232.2,130.7,240.9,116.1,278.2,303.0,306.7
Erbin,736.9,617.0,702.7,815.4,800.4,858.3,964.7,549.1,629.8,949.0
Csrp1,209.2,302.5,284.8,243.2,268.1,251.7,211.7,499.0,461.3,609.9
Ube3b,155.1,679.9,91.5,145.1,112.1,134.6,98.3,167.4,199.5,198.3
Ptprs,188.8,538.9,155.3,345.5,178.8,185.6,140.5,237.3,245.5,218.4
Dpm1,127.6,53.1,104.5,71.9,129.4,128.0,121.8,165.5,152.2,180.3
Tmem120a,109.2,93.3,137.8,99.5,130.7,121.5,180.8,145.0,127.2,163.8
Nt5c,437.9,386.0,491.0,463.0,476.2,466.6,528.3,334.9,402.5,354.9
Kifbp,98.0,62.9,87.8,63.6,96.0,92.2,73.1,90.3,107.6,90.5
Mdp1,329.7,371.9,377.2,398.0,294.8,320.1,338.1,414.0,343.6,467.7
B930036N10Rik,32.7,58.6,50.9,48.4,48.0,36.9,54.3,99.5,104.8,55.3
Zmynd11,665.5,448.9,504.8,624.7,469.6,519.8,661.3,438.4,385.6,510.0
Yju2,231.7,189.8,258.0,196.3,172.1,251.7,225.7,347.4,292.2,317.5
Osgin2,77.6,81.3,107.3,85.7,82.7,71.6,104.0,88.3,81.8,84.0
Abcf2,805.3,556.3,540.0,467.1,430.9,541.5,789.6,580.1,653.4,628.6
Tsc22d3,109.2,158.3,106.3,102.3,94.7,122.6,113.3,96.9,105.5,104.2
Sgpl1,147.0,125.8,92.5,103.7,133.4,97.7,78.7,98.2,177.9,40.9
Faim,350.1,163.7,418.8,371.8,372.2,363.5,441.2,291.4,296.3,359.9
Vwa5a,139.8,117.1,167.3,145.1,132.1,111.8,163.9,111.4,103.5,97.0
BC028528,400.1,274.3,413.3,476.8,364.2,312.5,423.4,326.3,466.1,262.2
Atl3,320.5,547.6,278.3,252.9,377.5,306.0,301.6,229.4,212.4,258.6
Fmnl3,101.0,231.0,94.3,125.8,86.7,107.4,62.8,304.5,271.2,358.5
Cass4,2.0,4.3,12.0,9.7,12.0,18.4,22.5,12.5,8.1,8.6
Guf1,442.0,329.7,436.4,346.9,457.6,428.6,447.7,298.0,290.2,320.4
Arhgef7,214.3,236.4,290.3,519.6,281.5,351.6,274.4,371.8,377.4,308.2
Trappc6b,179.6,101.9,224.7,223.9,146.7,199.7,227.6,224.1,256.4,185.3
Polk,151.1,175.7,137.8,134.1,168.1,173.6,124.6,110.7,98.1,99.1
Raly,220.5,218.0,282.0,261.2,238.8,247.4,242.6,388.9,403.1,388.6
X1810055G02Rik,48.0,39.0,39.8,52.5,64.0,53.2,40.3,44.8,56.1,35.9
Mtor,121.5,201.7,129.4,157.6,150.7,137.8,165.8,183.9,175.2,201.1
Smox,143.9,114.9,160.0,181.0,209.4,212.7,166.7,146.3,117.0,211.2
Aspm,346.0,492.3,430.9,451.9,284.1,352.7,366.2,298.6,259.7,357.8
Fbxl14,132.7,261.3,116.5,230.8,157.4,166.0,89.9,172.0,149.5,137.2
Galnt3,65.3,35.8,55.5,56.7,70.7,45.6,71.2,29.0,154.2,30.9
Ahctf1,448.1,446.8,451.2,438.1,378.9,457.9,445.8,403.4,361.2,462.6
Rnf41,222.5,305.8,188.6,261.2,222.8,182.3,134.9,154.9,279.4,162.4
Nudcd3,221.5,453.3,207.1,313.7,225.4,271.3,175.2,294.7,340.2,302.4
Ints12,51.0,15.2,38.8,33.2,45.4,41.2,50.6,71.9,118.4,97.7
Mocs2,405.2,262.4,411.4,371.8,368.2,319.0,476.8,291.4,318.6,343.4
Bud13,200.1,248.3,227.4,243.2,193.4,248.5,166.7,178.6,193.5,168.1
Prps2,358.3,328.6,282.0,258.4,366.9,248.5,238.8,342.8,294.9,324.0
Traf3ip3,427.7,408.8,403.1,418.8,382.9,398.2,407.4,448.9,474.9,427.4
Nmral1,618.5,600.7,484.5,417.4,389.5,365.7,509.5,489.1,412.6,367.1
Tcta,66.3,55.3,99.9,88.5,85.4,99.8,98.3,72.5,84.6,76.1
Cfap36,452.2,326.4,448.4,413.2,408.2,372.2,518.9,329.6,312.5,413.8
Sigirr,425.6,488.0,366.1,290.2,294.8,390.6,315.6,383.0,275.3,323.3
Tnfrsf14,73.5,112.8,55.5,100.9,82.7,30.4,65.6,71.2,152.2,79.0
Plxnd1,13.3,86.8,17.6,26.3,5.3,30.4,15.9,11.2,18.3,2.9
Tirap,99.0,106.3,74.9,62.2,88.0,97.7,72.1,53.4,91.3,79.7
Mtm1,55.1,21.7,42.5,49.8,44.0,42.3,67.4,35.6,112.3,69.7
Cep192,246.0,222.3,274.6,270.9,298.8,261.5,255.7,240.6,263.8,280.9
Copg2,155.1,114.9,156.3,92.6,201.4,135.6,102.1,110.1,78.5,115.7
Galnt7,313.4,322.1,422.5,335.8,394.9,387.4,370.9,321.7,334.8,367.8
Plekha2,60.2,193.0,63.8,65.0,48.0,68.4,71.2,73.8,48.7,51.0
Med15,122.5,278.7,110.9,176.9,136.1,127.0,116.1,213.6,218.5,209.8
Elovl6,1072.8,1059.4,1205.7,798.8,965.8,936.4,1102.4,722.5,636.5,758.6
Isca1,132.7,156.2,138.7,163.1,154.7,112.9,107.7,181.3,141.4,193.2
Fam129a,115.3,92.2,122.0,105.0,140.1,157.3,97.4,102.8,186.0,79.0
Gypc,278.7,218.0,292.2,316.5,281.5,301.7,233.2,332.9,234.7,357.0
Rfc5,303.1,200.6,232.1,179.7,182.8,238.7,268.8,330.3,298.3,306.7
Gemin2,213.3,212.5,207.1,170.0,226.8,175.8,237.0,216.2,209.0,209.0
Fasn,242.9,1989.8,185.8,382.8,161.4,431.9,196.7,532.6,550.6,536.6
Skiv2l,174.5,371.9,173.8,265.4,160.1,236.6,112.4,383.0,420.7,394.4
Vkorc1,449.1,566.0,344.9,337.2,377.5,317.9,414.9,516.1,578.3,446.8
Ints6l,270.5,177.8,270.0,269.5,313.5,234.4,266.0,238.0,357.8,301.0
Aagab,299.1,237.5,255.2,248.8,306.8,261.5,251.0,222.8,263.8,244.2
Ccdc125,164.3,177.8,144.2,124.4,162.7,104.2,124.6,149.6,273.3,92.7
Ddx19a,357.2,270.0,265.4,241.9,230.8,251.7,235.1,253.8,252.3,202.6
Ugcg,200.1,172.4,247.8,346.9,264.1,224.6,253.8,325.0,194.8,347.0
Casc3,248.0,437.0,239.5,287.5,204.1,274.5,196.7,357.9,315.2,362.1
Cerk,108.2,196.3,87.8,114.7,118.7,102.0,83.4,116.0,248.2,75.4
Vac14,211.3,308.0,134.1,269.5,145.4,220.3,102.1,350.7,432.2,415.2
Coa4,131.7,113.9,171.0,116.1,168.1,103.1,127.4,83.1,95.4,89.8
Tlk1,487.9,304.7,585.3,422.9,433.6,571.8,680.0,325.6,334.8,431.0
Mtx1,309.3,276.5,339.3,291.6,226.8,327.7,339.1,375.1,347.7,311.8
X2310057M21Rik,111.3,82.4,142.4,109.2,112.1,108.5,141.4,143.7,173.8,132.9
Zfp574,118.4,184.3,95.2,142.4,106.7,146.5,66.5,193.8,186.0,165.9
Alg9,164.3,122.5,126.7,160.3,137.4,163.8,113.3,149.6,188.0,128.6
AW209491,189.9,122.5,193.2,110.6,196.1,178.0,183.6,166.1,217.1,160.2
Sap130,159.2,262.4,132.2,181.0,106.7,182.3,120.8,257.7,265.8,233.5
X4932438A13Rik,263.3,489.1,330.1,349.7,325.5,315.8,391.5,346.1,369.3,377.1
Nek1,230.7,204.9,237.6,146.5,185.4,186.6,234.2,149.6,94.0,106.3
Ggct,214.3,184.3,234.8,229.4,270.8,201.8,266.9,150.3,215.1,161.6
Parvg,182.7,117.1,147.0,81.5,105.4,112.9,108.7,228.7,336.9,246.4
Slc44a2,127.6,284.1,147.9,149.3,170.8,128.0,132.1,220.2,288.8,222.7
Tsc22d2,66.3,154.0,59.2,99.5,65.4,90.1,74.0,93.6,100.1,141.5
Dglucy,184.7,135.5,135.0,95.4,265.5,159.5,146.1,92.9,113.0,36.6
Rnpepl1,110.2,398.0,90.6,291.6,81.4,197.5,34.7,270.9,263.1,235.6
Mrps11,246.0,195.2,258.0,284.7,289.5,281.0,288.5,383.6,344.3,364.2
Rdm1,117.4,125.8,130.4,118.9,105.4,103.1,102.1,137.1,117.7,124.3
Lats1,241.9,131.2,283.8,171.4,265.5,303.8,286.6,187.2,169.8,224.9
Dock5,152.1,160.5,160.9,185.2,141.4,174.7,161.1,135.1,161.0,177.4
Zfp511,158.2,123.6,212.7,182.4,154.7,129.1,203.3,176.7,198.2,179.6
Clcn3,140.9,189.8,150.7,153.4,125.4,119.4,144.2,131.2,81.8,69.0
Uqcc1,401.1,250.5,426.2,317.9,326.8,308.2,337.2,350.7,423.4,335.5
Kif18b,107.2,101.9,110.9,136.8,66.7,133.5,89.9,195.1,143.4,188.2
Med11,213.3,271.1,236.7,236.3,210.8,186.6,233.2,274.9,187.4,181.0
Tyw1,191.9,234.2,242.2,201.8,177.4,225.7,178.9,355.3,299.0,308.9
Arhgap17,149.0,274.3,147.9,146.5,181.4,198.6,147.1,277.5,340.2,257.9
Gnb5,68.4,65.1,59.2,76.0,62.7,65.1,49.6,34.9,25.7,28.0
Aph1c,43.9,54.2,40.7,47.0,42.7,20.6,29.0,37.6,29.8,19.4
Whamm,123.5,215.8,144.2,248.8,126.7,149.7,132.1,238.0,236.7,198.3
Sap30l,285.8,326.4,271.8,293.0,308.2,261.5,266.9,401.4,443.1,405.9
Cebpzos,120.4,113.9,146.1,172.8,170.8,154.1,148.0,155.6,158.3,135.1
Zbtb20,238.8,573.6,250.6,344.1,358.8,311.4,340.9,416.6,258.4,395.8
Sash3,301.1,363.3,258.0,337.2,314.8,297.3,179.8,570.9,416.7,622.8
Msh6,421.5,455.4,461.4,432.6,416.2,612.0,454.3,350.7,246.2,354.9
Fam76b,574.7,482.5,576.9,432.6,581.6,451.4,577.9,363.9,345.7,461.2
Mpp5,238.8,274.3,311.6,219.7,294.8,238.7,308.2,203.0,152.2,183.9
Ngly1,190.9,95.4,233.9,185.2,272.1,243.1,222.9,141.1,107.6,124.3
Cbr4,76.6,96.5,119.3,105.0,62.7,76.0,106.8,113.4,110.3,92.7
Rfc4,538.9,190.9,677.7,429.8,672.3,734.6,690.3,244.6,261.1,270.8
Ankrd27,253.1,458.7,179.4,197.6,290.8,301.7,207.0,214.9,348.4,324.7
B230208H11Rik,17.4,11.9,17.6,13.8,30.7,25.0,25.3,25.0,35.9,28.7
Rbl1,386.8,244.0,402.2,297.1,393.5,411.3,419.6,317.7,269.9,332.6
Cdc6,407.3,237.5,408.7,362.1,337.5,368.9,340.0,330.3,353.8,296.0
Nedd1,385.8,218.0,326.4,257.1,281.5,275.6,331.6,209.0,207.0,242.8
Parn,247.0,389.3,281.1,331.7,276.1,275.6,184.5,339.5,307.1,312.5
Rabggta,108.2,151.8,131.3,127.1,124.1,141.1,75.9,221.5,230.0,194.7
Mtap,1061.5,999.8,986.5,778.1,821.7,803.0,1020.9,805.5,600.7,763.6
Mpv17,294.0,214.7,283.8,232.2,321.5,262.6,274.4,273.6,317.9,301.0
Hmg20a,223.5,299.3,197.9,205.9,212.1,233.3,189.2,174.0,174.5,195.4
Borcs7,229.7,244.0,209.0,243.2,209.4,158.4,254.8,170.7,156.9,150.9
Emc1,92.9,292.8,78.6,146.5,72.0,168.2,97.4,92.3,117.0,114.2
Dhodh,337.9,220.1,301.4,250.2,285.5,299.5,237.9,294.0,349.7,284.5
Gm36551,3.1,0.0,0.0,0.0,10.7,1.1,6.6,2.0,3.4,0.0
Man1b1,143.9,249.4,134.1,163.1,153.4,223.5,110.5,246.5,261.8,197.6
Kdm3a,238.8,233.1,249.6,337.2,290.8,295.1,206.1,277.5,270.6,297.4
Slc37a4,97.0,135.5,73.0,74.6,65.4,93.3,68.4,117.3,191.4,139.4
Wdfy4,135.8,808.9,187.7,240.5,224.1,225.7,178.9,279.5,248.9,258.6
Rab11fip1,54.1,98.7,42.5,63.6,44.0,61.9,55.3,37.6,32.5,47.4
Slc35a2,203.1,212.5,161.8,183.8,134.7,167.1,166.7,149.6,190.1,112.8
Fbxw7,317.4,827.4,402.2,417.4,296.1,349.4,380.3,529.3,434.9,403.0
Ppp4r2,253.1,289.5,324.5,233.6,280.1,265.8,339.1,183.9,205.6,244.2
Ptpn9,133.7,158.3,163.7,181.0,133.4,156.3,118.0,147.0,143.4,120.7
Naglu,29.6,44.5,27.7,55.3,36.0,38.0,20.6,94.3,128.5,71.1
P4ha2,8.2,3.3,1.8,2.8,4.0,8.7,3.7,3.3,0.7,0.0
Zdhhc21,292.9,375.2,380.0,320.6,296.1,399.3,324.1,263.0,199.5,243.5
Med22,200.1,338.3,155.3,266.7,180.1,196.4,122.7,328.9,288.8,335.5
Pgpep1,212.3,280.9,157.2,211.5,222.8,181.2,176.1,158.2,94.0,111.3
Lrrc57,91.9,56.4,98.9,123.0,146.7,71.6,106.8,96.9,69.0,97.0
Helz,310.3,504.2,294.0,327.5,334.8,390.6,395.3,277.5,235.4,299.6
Tradd,119.4,201.7,110.9,156.2,116.1,116.1,105.8,183.3,177.9,154.5
Cdpf1,201.1,136.6,233.0,210.1,194.8,206.2,198.6,169.4,245.5,177.4
Neurl3,308.3,486.9,228.4,199.0,316.2,218.1,240.7,542.5,221.2,321.1
Naa80,139.8,150.7,116.5,123.0,102.7,121.5,79.6,230.1,209.7,243.5
C130050O18Rik,1.0,1.1,1.8,1.4,12.0,3.3,1.9,2.0,8.8,5.7
Tango2,110.2,113.9,129.4,121.6,108.1,144.3,132.1,89.6,138.7,171.7
Shtn1,6.1,3.3,4.6,1.4,5.3,5.4,20.6,5.9,0.7,5.0
Prpf3,552.2,341.6,482.6,362.1,368.2,437.3,433.7,382.3,361.2,415.9
Papss1,174.5,146.4,142.4,188.0,185.4,159.5,134.9,180.0,201.6,171.0
Cul4b,432.8,445.7,452.1,388.4,485.6,480.7,508.6,330.3,287.5,362.1
Brca1,389.9,212.5,270.0,244.6,166.8,233.3,302.5,209.0,243.5,242.8
Nipsnap2,354.2,271.1,454.9,406.3,325.5,344.0,361.5,256.4,211.7,273.0
E4f1,117.4,198.4,110.0,123.0,96.0,122.6,83.4,139.7,184.7,148.0
Gorasp1,136.8,135.5,129.4,109.2,125.4,187.7,103.0,119.3,173.2,104.9
Rwdd4a,460.3,431.6,413.3,393.9,429.5,341.8,473.9,313.8,374.7,402.3
Anks1,210.3,625.7,205.3,255.7,162.7,285.4,170.5,280.2,301.7,306.0
Stk3,235.8,181.1,294.0,229.4,229.4,239.8,391.5,219.5,146.8,186.1
Lrrcc1,1048.3,745.0,1088.2,646.8,1005.8,958.1,1080.9,613.7,535.7,666.7
Gm10051,199.0,249.4,216.4,286.1,181.4,174.7,252.9,494.4,624.3,609.9
Wdr74,558.3,523.8,639.8,598.4,425.5,613.1,536.7,518.1,612.8,507.9
Scpep1,110.2,82.4,96.2,71.9,146.7,84.6,87.1,164.1,101.5,71.8
Csnk1g1,210.3,364.4,196.0,237.7,232.1,181.2,222.9,211.6,161.0,199.7
Hnrnph1,1161.6,573.6,1334.2,1248.0,1137.9,1115.5,1429.3,632.8,565.5,614.9
BC005624,472.6,342.7,470.6,413.2,434.9,412.3,555.4,393.5,370.0,443.2
Pex5,155.1,156.2,105.4,158.9,146.7,143.2,56.2,96.2,140.0,133.6
Ssh2,213.3,613.8,158.1,232.2,153.4,208.3,169.5,199.7,200.2,257.9
Elac2,224.6,280.9,270.9,373.2,170.8,333.1,196.7,363.9,377.4,380.7
Flad1,219.5,203.9,214.5,152.0,190.8,146.5,196.7,257.7,277.3,228.4
Rfwd3,213.3,386.0,172.0,172.8,212.1,211.6,148.0,222.8,246.9,219.8
Alkbh7,156.2,161.6,154.4,145.1,160.1,144.3,160.2,145.0,162.3,130.7
Stk19,135.8,173.5,123.9,100.9,152.1,104.2,119.9,152.3,167.1,152.3
D830025C05Rik,20.4,27.1,28.7,20.7,17.3,11.9,27.2,29.7,42.6,34.5
Casp8,238.8,202.8,226.5,153.4,193.4,192.1,280.1,131.8,110.3,141.5
Nipsnap1,398.1,394.7,383.7,391.1,340.2,373.3,399.0,383.6,231.3,285.2
Gm14016,51.0,67.2,76.7,87.1,66.7,66.2,70.2,220.2,241.5,252.1
Il6ra,177.6,160.5,75.8,94.0,222.8,112.9,105.8,253.8,554.0,246.4
Mvb12b,63.3,188.7,89.7,109.2,74.7,90.1,89.9,100.9,115.0,188.9
Fam45a,150.0,52.1,160.9,109.2,121.4,142.1,155.5,68.6,100.1,79.7
Zfp787,190.9,200.6,199.7,182.4,146.7,197.5,126.4,240.6,311.8,249.3
Nt5c2,307.2,300.4,310.7,223.9,281.5,341.8,308.2,277.5,303.7,320.4
Stam2,233.7,177.8,188.6,197.6,192.1,204.0,256.6,191.8,172.5,182.5
Nsf,108.2,162.7,138.7,125.8,61.4,150.8,143.3,156.2,131.2,150.1
Map3k7,336.8,344.8,284.8,288.8,389.5,269.1,324.1,288.7,260.4,228.4
Tinagl1,5.1,7.6,0.0,4.1,26.7,6.5,1.9,7.3,3.4,0.7
Ino80b,136.8,260.3,162.7,157.6,164.1,110.7,119.9,347.4,417.4,326.9
Mfge8,403.2,390.4,352.3,275.0,482.9,446.0,243.5,535.9,311.2,449.7
Zdhhc13,132.7,98.7,127.6,102.3,117.4,140.0,128.3,93.6,133.3,132.9
Coq2,467.5,392.5,450.3,485.1,504.3,468.8,392.5,415.9,339.6,318.2
Nenf,157.2,163.7,160.0,176.9,140.1,153.0,187.3,141.7,78.5,98.4
Cpt2,97.0,77.0,115.6,76.0,80.0,118.3,87.1,122.6,117.7,129.3
Fbxw5,280.7,279.8,183.1,230.8,146.7,260.4,109.6,325.6,347.0,330.5
Tor3a,210.3,184.3,261.7,239.1,197.4,150.8,177.0,298.6,396.4,206.9
Zfp710,114.3,232.1,82.3,199.0,77.4,106.3,87.1,198.4,188.0,155.9
Il1f9,0.0,0.0,0.0,2.8,1.3,2.2,0.0,0.7,2.7,0.0
Fcgr4,1.0,0.0,1.8,0.0,16.0,4.3,0.9,0.0,14.2,0.0
Tnfrsf23,22.5,6.5,17.6,12.4,34.7,14.1,14.0,16.5,22.3,11.5
Btbd10,149.0,119.3,132.2,113.3,176.1,122.6,139.6,104.8,94.7,93.4
Uqcrc2,162.3,45.5,185.8,252.9,184.1,178.0,202.3,43.5,39.2,48.1
Mrpl38,415.4,496.6,372.6,485.1,390.9,375.4,358.7,588.0,566.2,528.7
Nrg1,6.1,8.7,12.0,6.9,1.3,2.2,11.2,2.6,11.5,0.0
Avpi1,221.5,194.1,195.1,234.9,188.1,170.4,204.2,182.6,135.3,117.8
Mrpl12,278.7,437.0,280.1,281.9,225.4,205.1,287.6,481.2,572.9,484.9
Gm7331,64.3,43.4,66.6,63.6,82.7,59.7,65.6,121.3,119.7,141.5
Relt,169.4,210.4,125.7,141.0,100.1,148.7,72.1,135.1,71.0,102.0
Mysm1,426.7,351.3,500.2,428.4,522.9,475.3,543.3,376.4,305.1,461.2
Pola2,438.9,546.5,348.6,494.8,466.9,359.2,280.1,482.5,543.2,522.3
Thap3,196.0,287.4,193.2,161.7,158.7,145.4,203.3,191.8,177.2,174.6
Wdr77,766.5,800.3,721.2,608.1,673.7,752.0,603.2,653.9,618.9,642.2
Mfsd13a,68.4,58.6,61.0,77.4,32.0,69.4,42.1,86.4,214.4,124.3
Zadh2,171.5,210.4,178.4,131.3,180.1,197.5,141.4,182.6,177.2,186.8
Gmds,383.8,380.6,445.6,384.2,378.9,348.3,414.0,278.2,210.4,229.9
Map1s,235.8,321.0,166.4,255.7,176.1,258.3,160.2,375.1,455.2,402.3
Ppwd1,123.5,101.9,196.0,153.4,158.7,157.3,170.5,122.6,144.1,163.1
Cd300lb,2.0,6.5,1.8,4.1,29.3,5.4,3.7,19.8,129.2,21.6
Oaz2,133.7,165.9,129.4,149.3,157.4,123.7,130.2,235.3,212.4,181.0
Tpgs1,231.7,267.8,252.4,261.2,228.1,198.6,257.6,278.8,299.0,265.1
Dennd2a,5.1,8.7,4.6,13.8,4.0,6.5,7.5,4.6,0.0,0.7
Ctdspl,384.8,623.5,405.9,469.9,314.8,401.5,344.7,247.2,315.2,308.9
Tbc1d2,29.6,55.3,16.6,29.0,17.3,22.8,21.5,60.0,101.5,44.5
X9930021J03Rik,174.5,267.8,207.1,236.3,184.1,233.3,176.1,221.5,214.4,193.2
Ube2q1,363.4,263.5,530.7,453.3,433.6,574.0,415.9,273.6,362.6,385.8
Naa16,451.1,356.8,479.9,416.0,354.8,448.1,435.5,359.3,394.4,395.8
Brap,212.3,216.9,160.0,218.4,205.4,214.8,204.2,205.0,208.3,278.7
Bach1,186.8,146.4,229.3,221.1,252.1,269.1,142.4,224.1,251.6,235.6
Pcsk7,118.4,111.7,70.3,124.4,118.7,106.3,93.7,90.3,96.1,84.0
Cxxc5,614.5,1107.1,672.2,826.5,732.4,792.1,567.6,1272.9,629.8,1145.8
Ctdsp2,255.2,673.4,134.1,334.5,202.8,311.4,152.7,317.1,223.2,271.5
Ccr5,0.0,0.0,0.0,0.0,1.3,2.2,0.0,1.3,4.1,0.0
Pparg,3.1,8.7,28.7,26.3,9.3,20.6,32.8,6.6,8.8,12.9
Mrps31,218.4,137.7,236.7,222.5,206.8,194.2,221.0,176.0,192.1,176.7
Klhl7,136.8,68.3,142.4,121.6,153.4,102.0,123.6,121.9,102.1,88.4
Washc4,241.9,327.5,228.4,204.5,270.8,224.6,264.1,160.2,175.9,186.1
Xrn1,371.5,322.1,329.2,308.2,310.8,299.5,459.9,312.5,312.5,367.8
Nbn,791.0,351.3,891.3,559.7,817.7,702.1,743.7,648.6,526.9,587.6
Tbc1d23,133.7,160.5,98.9,107.8,164.1,109.6,119.9,102.2,148.1,88.4
Atf6,126.6,191.9,81.4,96.7,109.4,119.4,135.8,120.6,158.3,124.3
Eif2s3x,138.8,146.4,209.9,141.0,302.8,260.4,297.9,325.0,266.5,245.0
Cog2,173.5,238.6,172.9,197.6,201.4,211.6,133.9,236.6,199.5,224.9
Lrmp,547.1,324.2,579.7,475.4,553.6,499.1,456.1,318.4,311.2,375.7
Pik3ca,294.0,712.4,262.6,341.4,282.8,300.6,266.0,270.3,265.2,303.9
Stxbp3,139.8,83.5,182.1,116.1,266.8,150.8,160.2,136.5,136.6,122.1
Man1a,387.9,195.2,270.9,266.7,309.5,306.0,298.8,256.4,432.2,237.1
Cd244a,157.2,209.3,131.3,120.2,233.5,124.8,126.4,246.5,198.2,322.6
Mrps28,328.7,407.7,330.1,353.8,312.2,252.8,416.8,280.8,388.3,335.5
Frat2,216.4,309.0,176.6,167.2,218.8,202.9,122.7,171.4,293.6,194.7
Lpar6,150.0,95.4,132.2,84.3,216.1,200.7,155.5,110.7,132.6,103.4
Tbc1d7,129.6,93.3,125.7,158.9,158.7,135.6,146.1,185.9,144.1,161.6
Epb41l2,204.1,299.3,304.2,212.8,205.4,296.2,298.8,225.4,179.3,206.2
Mib1,347.0,481.5,357.8,425.7,337.5,383.0,384.0,282.8,286.1,402.3
Ccdc117,209.2,219.0,241.3,196.3,236.1,244.1,193.9,181.3,176.5,158.8
Vps16,294.0,330.7,262.6,308.2,258.8,240.9,171.4,396.8,330.1,368.5
Kidins220,196.0,429.4,220.1,214.2,217.4,277.8,244.5,215.6,192.1,245.0
Uba7,199.0,334.0,214.5,261.2,194.8,283.2,222.0,353.3,242.8,293.1
Sp3os,60.2,64.0,54.6,44.2,53.4,41.2,68.4,68.6,25.7,61.8
Secisbp2,452.2,342.7,470.6,273.6,422.9,392.8,383.1,388.3,403.8,404.4
Plscr1,265.4,203.9,268.1,200.4,301.5,284.3,397.1,375.7,132.6,515.8
Tor2a,157.2,116.0,151.6,164.5,153.4,182.3,135.8,91.6,108.2,75.4
Supt3,184.7,207.1,233.0,214.2,209.4,191.0,152.7,206.3,188.7,153.0
Rbm14,266.4,472.8,197.9,302.7,204.1,307.1,112.4,407.4,407.2,390.8
Ahcy,340.9,339.4,272.8,465.7,318.8,371.1,237.9,437.0,395.0,341.9
Arfgap3,83.7,88.9,100.8,103.7,100.1,123.7,103.0,77.1,100.8,76.9
Phkb,242.9,212.5,230.2,217.0,272.1,232.2,210.7,204.3,265.8,173.1
Trrap,189.9,385.0,207.1,214.2,217.4,290.8,214.5,166.8,203.6,185.3
Gpn2,182.7,199.5,157.2,153.4,161.4,109.6,133.0,147.0,174.5,112.8
St7,299.1,231.0,227.4,268.1,242.8,219.2,263.2,193.1,155.6,240.7
Dph5,423.6,288.4,442.9,299.9,365.5,457.9,510.5,364.5,368.0,363.5
Epb41,339.9,428.3,309.7,363.5,325.5,426.4,440.2,340.1,350.4,481.3
Rgs1,52.1,74.8,61.0,107.8,146.7,80.3,138.6,308.5,161.7,404.4
Cep89,238.8,276.5,213.6,212.8,260.1,219.2,252.9,176.0,163.7,222.0
Pgam5,326.6,251.6,307.9,348.3,330.8,291.9,216.4,335.5,299.7,311.1
Lipa,128.6,170.2,120.2,131.3,244.1,117.2,191.1,132.5,211.7,184.6
X4930453C13Rik,22.5,24.9,26.8,22.1,22.7,34.7,34.7,27.7,29.8,23.0
X2210016L21Rik,245.0,281.9,258.9,196.3,321.5,244.1,252.9,282.8,247.6,257.2
Gm47816,16.3,7.6,17.6,33.2,26.7,15.2,18.7,9.9,16.2,7.9
Clp1,167.4,69.4,158.1,113.3,176.1,155.2,170.5,168.8,188.7,173.1
Nup205,252.1,358.9,243.2,217.0,157.4,281.0,180.8,251.1,267.9,290.9
Tbc1d1,154.1,183.3,135.9,157.6,104.1,164.9,176.1,134.5,154.2,155.9
Amn1,79.6,139.9,93.4,70.5,104.1,87.9,84.3,121.3,107.6,130.7
Tubgcp3,313.4,241.8,205.3,193.5,278.8,286.5,212.6,264.3,294.2,297.4
Fam92a,467.5,313.4,421.6,417.4,424.2,374.4,536.7,297.3,177.2,205.5
Ccs,174.5,183.3,196.9,139.6,173.4,172.5,197.6,218.2,188.7,191.1
Acox1,142.9,203.9,115.6,194.9,110.7,195.3,93.7,151.0,102.8,156.6
Adprm,167.4,105.2,110.0,158.9,176.1,97.7,140.5,145.7,215.8,115.7
Marchf6,161.3,349.2,200.6,270.9,185.4,245.2,188.3,176.7,181.3,179.6
